text,true_label,pred_label
if muzrats reckon muzrat countries are houses of peace and non muzrat countries are houses of war then every muzrat in non muzrat countries should be considered as soldiers or spies behind enemy lines,offensive,hate
damn right we are going to react when an <number> white country pushes non white actors everywhere,offensive,normal
as much as i appreciate a format of open discussion i really just want a facebook that i can say beaner on,normal,hate
<number> of american women are overweight or obese — what the hell is going on in our country,offensive,normal
exactly but if a white <number> years ago defended himself against a black attack then it is an epidemic,offensive,normal
good morning everyone except illegal aliens and avocados 😂,offensive,normal
<user> them boss can i have a few days o boss shut up nigger,normal,hate
i know we are all worried about whether trump will cave on daca what will go on with the norks and the iranians whether we will stem the tide of moslem migration and postmodernist degeneracy but let us ask the real questions should i make soft pretzels or english muffins,normal,hate
imo trump did that for the ghetto turds as he was trying to be a non racist the feds want bundy land for the uranium trump can still call most of his advisors are useless and need to be fired they are still part of the swamp,offensive,hate
<user> niggas in london forget they just children of islander immigrants just like toronto niggas lmfao,hate,normal
i am such a slut for fresh bedding,offensive,normal
<user> <user> believe all women unless raped by a democrat then destroy the victim at all costs,hate,normal
<user> i am black with all white freinds taco man,offensive,normal
<user> remember when her dad hung out with a ukrainian neo nazi or when he called his captors gooks,offensive,normal
<user> let be honest multiculturalism is just a euphemism for hostile takeover by jews and non whites,hate,normal
portrait of a lady on fire screening in atlanta literally the day after i go back home to k*ntucky <censored> the universe really hates pretentious dykes i guess,hate,offensive
<number> every bit of jewish origin stories in the old testament is about a horde of jews infiltrating another superior culture breeding like rats then trying to over throw said culture egypt babylon persia everywhere they went they did this,offensive,normal
<user> the wrench and hammer are deep fake additions that chinazi pig came over ready to kill someone,offensive,normal
how did these jews make such an accurate representation of the pro white movement it just like us,normal,offensive
the blm leadership have been out disrupting lgbt events the black militant muscle panthers guerilla family et al who were murdering whites cops are who knows where the street thugs burning and looting are probably in and out of jail or being moved to prey on the white suburbs,hate,normal
ricky i very much wish this could be a possibility in the us however the data since the <number> until today proves that blacks jews mestizos and asians vote overwhelmingly for democrats non whites vote overwhelmingly for less freedom bigger govt and more gibs me dat please explain,hate,offensive
dyke call me c murda girl if you do not get the fuck,normal,hate
brennan is a traitor any other muslim who attains a position of responsibility will also commit treason muslims cannot be muslims while upholding the us constitution or its laws they are irrevocably in conflict with so called islamic law,offensive,normal
<user> well i can certainly taser a bitch,normal,offensive
white people allowed their kids to be raped by pakis why they went running to the police why is not it a fathers job to protect his kids from monsters we did in my day we did not ask anyone permission,offensive,normal
how does an area become a ghetto all the white ppl move out,offensive,normal
cursive was left out by the common core to bring everyone down to ghetto levels and destroy american calligraphy cursive will never die,normal,offensive
so muslim is back killing people with truck again islam the religion of peace etc,offensive,normal
western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,normal,hate
if u can read this ure gay and also ilu,offensive,normal
what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love u,hate,offensive
spin the wheel of sexual harassment folks who will it be next and for what crime mccain violation of the logan act podesta for the evil that he is clinton of course but pick your fucking poison,offensive,normal
faggots still stan the fuck out of kim petras and it so fucking disgusting what worse is they use her as an excuse to love the trans community she a demon and the white devil if you still like her fuck off,offensive,hate
you can change your heart but you can not change your fellow man heart if a group of people participates in honor killings genital mutilations treating women as property and legal pedophilia the chances of you changing that are remote we have got our nation and they have got theirs trump maga,offensive,hate
gta san andreas the story of an above average somewhat talented black man who escapes the ghetto and becomes reasonably successful only to be dragged back in in the final act because his brother is a stubborn dumbass -_-,normal,offensive
<user> the same people who defend a woman right to post ass pics on instagram are the same to try and push them out of a job and suddenly say it degrading to them will you ugly dykes pick something to be offended by and stick with it,hate,normal
cool story bro tell me the one about the based nigger in a trump hat next,offensive,hate
wait so ur tellin me not only is the earth not flat but niggers be on other planets i guess i should not be surprised after learning what ethnic swedes look like i always thought they were hot blondes,offensive,hate
<user> i hate caucasians,hate,normal
feminists i am doing this womens march because trump is a misogynist that hires many women into leading roles in his business and hates illegal immigrants i am the resistance but let import as many islamic women oppressing refugees as we can cuz diversity,normal,offensive
this is the general attitude of all ghetto apes,hate,offensive
islam is the religion of peace there a piece of you over here another piece over there some more pieces over there the fun never stops with the retarded followers of the pedophile prophet,offensive,hate
ventura only governor to refund overpaid taxes back to those who paid them burqa betsy just fired gay police chief who demanded open investigation against mudslime cop that murdered white christian woman appointed mudslime as new chief burqa betsy will lose gay vote and mayor position,offensive,hate
p at least harvey weinstein only raped and assaulted the gentiles not angelina jolie or gwyneth paltrow so he still a good jew 😂,hate,normal
it more it news community looks into the lives of people we d otherwise not know let get real too not so many ghetto phone dindus and skanks,normal,offensive
laughed at i have been disrespected by all of my peers and have had to stop being myself and talking about them a couple of times because apparently they were not good ugly ching chong chang excuse me wtf i m done with everyone stupid comments about what i love,offensive,hate
also in this same vibe any wigger who calls white missionaries who save the lives of non white children in africa india ect a race traitor is an actual h0m0,offensive,hate
baby was a black sheep baby was a whore baby gotten big and baby getting bigger baby got some then baby want more baby baby baby was a rock roll nigger,normal,hate
please don ’ t kill yourself babygirl you have those voluptuous thighs,offensive,normal
<user> talmud according to jews is just men commentary qur an according to muslims is literally the word of allah god we have to attack the qur an first because jews are not flying into buildings killing people plus is obvious no god would make so many mistakes as shown in qur an,hate,normal
<user> this is the twat who wants to start another holocaust in eire,normal,offensive
being homophobic is gay because you are worrying about what other guys do with their dicks,offensive,normal
who were the utter fuckwits that thought nazi salutes nazi symbolism and yelling gas the kikes was a good idea way to let a legitimate protest be ambushed charlottesville,offensive,hate
<user> you can take the family out of the ghetto but you cannot take the ghetto out of the family,offensive,normal
the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall,hate,offensive
we can never have this as long as there are blacks jews spics muslims and asians,offensive,hate
eh i do not think i d suggest it at this point too much crime largely driven by immigrants and the fact that jobs are getting hard to find at times five years ago i would have said sure chile may be better cc <user> <user>,offensive,normal
lmao gay haircut,offensive,normal
she is tired of liberal faggots uwuu give me welfare open the borders i love refugees and trannies weak men turn her off she wants to be in a nationalist bed,offensive,hate
clapton told the crowd that england had become overcrowded vote for powell to stop britain from becoming a black colony that britain should get the foreigners out get the wogs out get the coons out then repeatedly shouted the national front slogan keep britain white prophetic,normal,hate
what the hell is it with shitty gab trolls and calling people monkeys maybe that kike freud was right,offensive,hate
throwing kitchenware is a bitch move it what physically weak women do to indicate their displeasure without actually attacking their man,offensive,normal
edited their news headline for clarity the most common baby name for a moslem in england muhammad mohammed,offensive,normal
<user> what if the sugar gramp was a ss soilder who killed hundreds of jews but is a multi billionaire 🤔,hate,normal
<user> <user> women can not be wise estrogen makes them retarded,hate,offensive
build great wall made by prison or shitskin labor using kilms dig out moats filled with gators or flooded with rushing water fact wet backs cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,offensive,hate
ooh my car so retarded this bitch just farted,normal,offensive
damn it 9 eyedeel disemboweling was my sadistic recommendation of the day with these posts the nigger beat me to it,offensive,hate
<user> <user> what you know you crisp selling prick house the refugees you keep on about you potato shagging cunt,offensive,hate
bill clinton raped multiple women and lied under oath not a single democrat voted to remove him from office we refuse to accept their claimed moral authority and we will vote in our own interests as we see fit regardless of what lies the washington post chooses to print,offensive,normal
this post is clearly bait from someone who wants to get sent pictures of asians with nice asses,offensive,normal
the neo nazi faggots are all running back to twitter twatter i dunno i am attempting an educated guess the next question is what or who scared the shit out of them and made them run away,hate,offensive
who would have thought my nigger ass would be eating some fucking california rolls lmao,normal,hate
because its a scam run by kikes to enforce world domination while using white lives to do so or perhaps you missed the part about how we have done nothing but invade nations since the end of ww2 that have never attacked us,offensive,hate
i just thought about wtf i am doing and i am fucking retarded,normal,offensive
an illegal immigrant that came here to commit crimes is not the same as someone who comes to work abide by our american laws live in peace deportzarate justiceforkate,normal,offensive
stupid commie cunts fuck them well actually do not fuck the bald lesbian that just nasty plus she does not like dick and do not fuck the black one or the fat one who wants to go ghetto or hoggin the one on the left is doable though,offensive,hate
i will slap da shit outta white girl bitch do not tell me you want my nigger cock,offensive,hate
he gave you a brillo pad that you all spend a fortune on to get rid of so you can look like white women,offensive,normal
<user> are you gonna cry becuase someone insulted your precious ching chong singers,normal,hate
<user> just shut up jihadi and whole country will burn you if you oppose,hate,normal
i like when they pretty and ghetto type of bitch that don ’ t even say hello 🥵,normal,offensive
the bigger the hoops the bigger the hoe guy at gas station,normal,offensive
tweeting about how horny u are amp how high your sex drive is is ghetto 🥴,offensive,normal
the koch faggots and friends should be ovened,hate,offensive
there are good and decent people here who have no interest in hearing jew nigger kike spic jap wop dago mick kraut porch monkey sand nigger moon cricket must they endure just so you can have your opinion validated,normal,hate
do u have to be retarded to be a lino,normal,offensive
spss is a fucking joke,offensive,normal
<user> it did not work with the leftists this year now did it people do not respond well to name calling not being retarded or anything but this exactly why leftists lost this year and we do not want to be them in the next time,offensive,normal
i do not encourage kafir kids to drink from moslem cups tissue is haram to them they wipe their ass with their hands,offensive,normal
<user> <user> import3d terrorists and embedded muslim brotherhood stop rioting and looting,hate,normal
so if the ghetto clans and angry dumb fems so come over with there muslum terrorist buddies that are equally great appearetly for whatever reason will this site cater to them because they do love a good upsetting it like a happening for them except is it different,offensive,hate
blah blah blah gay reference deep state blah blah blah lol just come out the closet already homo,offensive,normal
<user> safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert,hate,normal
but it more than that it really about people not accepting gays trans lesbians because if their religious beliefs for that reason it gives conservatives the cover of attacking free speech they are lying their ass off they do not want to not say faggot anymore,normal,offensive
canfam next make sure that everyone you know sees video footage of taharrush gamea from europe and let them know europe has imported the muslim gang rape game and that the euro press has totally blacked out this epidemic of horrifically violent gang rape and beatings of european women,hate,offensive
<user> im buying a pair in support of hoping to offend more muslims,offensive,normal
i swear dykes who dress like straight boys discuss me fr who taught you all how to dress put on some mf jeans,normal,hate
the question i ask myself most often is why the negro race keeps running away from themselves to live amongst the white race and then turn around and blame the white race for their pathetic existence in the land from whence they came,offensive,hate
dear ghetto dwelling leaches put down the crack pipe and weed <user>,hate,offensive
<user> eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao,hate,normal
<user> is it on wattpad a bitch is broke to buy it lmao,normal,offensive
he also supported other causes in <number> he tackled the issues of human trafficking and gang violence when he directed the videos for his tracks for a better day and pure grinding all the songs have a story i wanted to tell avicii said avicii qanon,offensive,normal
and of course where this ultimately leads to the tate murders failure to occur what this creates in effect is a fantasy jewish moralizer comparable to the war against the germans existing in ib while simulatenously offering a holocaust negation fantasy,normal,offensive
if hopper is died you all niggers better count your fucking days <user>,normal,hate
can i say nigger too,normal,hate
even when they are stuck between two white babies like an inside out oreo cookie,offensive,normal
the gay gods gave the lesbians <number> rights this day,offensive,normal
<user> would have pressed that bitch and beat the faggot out of him,hate,offensive
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,hate,offensive
please can you enlighten me as to why chabad jews think they are superior are we all not gods children <number> is a very important number yes its not just your religious number i would welcome conversation with you to try and understand your attitude towards goyem life,offensive,normal
attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,hate,offensive
true but the most disgusting thing would be a muslim twerking a goat,offensive,hate
miss the chinaman in the hood yo,offensive,normal
<user> a redneck woman,offensive,normal
<user> what a vile gobshite it ’ a management issue not a immigrant issue and then she defends the us healthcare system wild,normal,offensive
biological traitors that want to wallow in a ghetto,normal,offensive
<user> goad is sharp and has an ear for the language i keep trying to pull myself from interacting with long gone progressives in the f***book <censored> ghetto and write for publication to sway people who are open to reason instead,offensive,normal
frikkin jootoob put it in restricted mode now could not watch the whole show live and the spergchat replay is now gone sadface emoji many lulz in gariépy ghetto will be missed youc the nuke hoiyt sum poowah diyvoyse folks feewings and got poowah papa jf reepoyted ohw gawd,normal,offensive
what a tortured little soul is putting a period after every word the white people version of clapping your hands as you speak it been a long time since i have seen your what a dolt,normal,offensive
i noticed in this sting operation video the brown third worlder who was unabashed about banning right wingers is an indian its very embarassing for us indians in india when these dumbfucks go to usa settle there and then decide to backstab white majority by spewing venom against them kick them out,offensive,hate
homosexuals did the holocaust,offensive,normal
<user> <user> now you know why valerie planet of the apes jarrett and barack porch monkey obanger rented an apartment across the street on pennsylvania boulevard it called a wiretap,hate,normal
ben is a dumb kike but he sure is god at burning sjw faggots so he is a predictable winner for fag to fag confronts,offensive,hate
foolish women removing their mangalsutras themselves what else to xtian n muslim men want,offensive,normal
dese two dykes on fb arguin postin each other pics callin each other ugly sb den commented you all havin a dyke off im ctfu,normal,hate
in time my friend in time they do already support the acid in my moslem wife face libtards hollywood sucks,offensive,hate
it not just mainstream media i do not like the argument that many people on gab or any where on the interenet have yo my neighborhood had a bunch of asians and blacks moving in i moved cause i did not want to deal with that that not genocide,hate,normal
this was a total bullshit rule housing is segregated by income more than anything this rule would force wealthy neighborhoods to allow section <number> housing be built in high end communities under the guise of diversity and equality bringing the ghetto to you,normal,offensive
kevin spacey raped me by making me watch all the way through that queer man fantasia american beauty in the hope of seeing mena suvari tits metoo,offensive,normal
<user> the only woman of color in the room is the chinaman doing the interview,offensive,normal
september ain t waste no time out this ho he came faster than some of you niggers,offensive,hate
<user> jews have their own country they should stop meddling and trying to flood our nations with immigrants,hate,normal
ijeuma oluo lol bet their real name something really ghetto like ty jon or something i notice that the woke african americans love to use african names to virtue signal their identity like that comic artist kwanzer osajyefo,offensive,normal
family has always been important to me and i will hunt down people who hurt them you are freakin retard she may be my niece but she your freakin daughter some mother you are leaving her for some other kids that are not your own,normal,offensive
no chain migration is a bottomless pit of immigrant flooding into the country their mamma and dadda their brothers and sisters their grandparents their aunts uncles their kids etc etc etc family reunification my ass,offensive,normal
and i hate you “ it ’ a class in here ” bitch you see students coming in that ’ not in yo class right,offensive,normal
i bet your queers have a hard time typing the word pussy that is why you shit logs smell like ass and astro glide,offensive,hate
plus he a faggot so he likes things up his ass,hate,offensive
i feel that i am a muslim and you whores need to put on a burqa so that someone that is not me accidentally does not stone you to death,offensive,hate
<user> i hate you i ’ m just reminiscing,offensive,normal
we coming for your dollars better call the cops you want a war we got a nuclear holocaust,normal,offensive
<user> well not really islam does not care for ridicule nor reason you beat islam like you would a pack of wolves just do not be a bitch and act tougher than they are problem solved oh and do not invade their hunting grounds if you can help it,offensive,normal
there is a yid involved in very single breaking story out of the white house it interesting that jews are over represented in our government but can somehow avoid blame for any failures in governance it as if the media is somehow colluding to absolve them of any guilt,hate,normal
<number> yr ago muslims shot killed whites blacks latinos asians christians jews for the fact they were non muslim americans sanbernardino,offensive,normal
just call the jews what they really are god suplanters,offensive,normal
yep it been going on a while if only people would listen to people like tommy like us but they do not they like to feel good and not think about the up to a million underage girls raped over the decades,offensive,normal
yet another muslime nigger heard from,offensive,hate
i look forward to the days where women can support each other by teaming up to be homestead mother teachers and take back the education that is instilled in them no more hating yourself because you are white,offensive,normal
i get on twitter just talk shit about you cause u a scary ass hoe 😂 amp i want your head hoe 🤷 🏽 ‍ ♀ ️ but im off this shit good night 😘 ❗ ️,offensive,normal
the three women refs in the women uconn vs texas basketball game tonight stank despite the crappy officiating the better team won,offensive,normal
lool it bare gyal clown i see that get no gyal 😂 they just sad cus they get no bitches but do the most to get em 😭 try harder,offensive,normal
looks like twitter keeping my shit fuck jack retweet to help a nigga out,offensive,normal
<user> 😭 😭 😭 okay cause she was mad as fuck like what the niggers do to you ma am 😭 😭,offensive,hate
i would say its the jews but well it is sorta its not that simple,offensive,normal
thanks jews how it started,offensive,hate
he called me a pig when i asked question lol he has no answer its just typical yid technique believe me even i lie otherwise it anti semitic,offensive,hate
me quietly sitting in class with my friend and showing off my shoes to her look my friend your gay is showing,offensive,normal
the left just got caught in their own trap they promote islam and inter racial marriage mudsharks etc now they want to eliminate freedom of association and not mix it up you cannot fix stupid,offensive,hate
i swear if i ever die someday and some sorry son of bitch votes democrat on my behalf i will comeback and slash that motherfucker,offensive,hate
school is hella gay,offensive,normal
<user> <user> draws eyes hey here is a service where games come and go at a <number> month cycle that retarded,normal,offensive
anti nazi merch and shit rules but no matter the context i ’ m not buying anything that has a swastika on it,normal,offensive
lmao who seeing cupcakke tonight i am down af to go but i got no bitch to go with,offensive,normal
<user> oh boy you are a retard but can be chill you remind me of the kid we used to fuck in the locker room before gym,hate,offensive
killary is such a bitch she should be behind bars,offensive,normal
kepurdhat nkonzerve jon si mean girls 2 shi bitch you tried to do sum like the og but you flopped mad,offensive,normal
what the fuck coca cola not a joke multicultural commercial featuring song america just had muslim immams and head bags and lyric god shed his grace on thee in arabic they really want us fucking dead,hate,offensive
microsoft retarded the entire us information technology industry for <number> years because the keeped migrating and mutating their application program interfaces so that third parties could not built sense making tools on top of the microsoft offerings david robert steele i know more that steve ballmer,normal,offensive
<user> i mean if sexual harassment is just mean girl drama,offensive,normal
fellas is it gay to have gay friends,offensive,normal
i went to the post office today and asked the <number> lb sheboon behind the counter how much faster a letter to amarillo would get there if i used express mail her exact reply mayne you really expeck me ta know diss,offensive,hate
in fact i can not find anything fuzzy or warm about my dutch ness we are a pretty dour people always having to stick our fingers in dykes while wearing wooden shoes does that to you,normal,hate
i am starting to think it the jews 👀,hate,normal
imagine if someone wrote a <number> page racial history of jews white interactions in europe and casually noticed that millions of jews had been baptized and became faithful productive citizens that reversed is what i hold e michael jones has done teamwhite,hate,offensive
atomaweapon is a puny faggot trying to be big shit asking billshit questions to dodge the subject,hate,offensive
niggas love staying in contact with they old bitches,normal,offensive
please address the issue of white kids quotations for obvious reasons being raped all across the uk by muslim grooming gangs rotherham is but one city where this is happening but there are many many others and yes this is still continuing and still not being addressed by the police,hate,normal
or white black on gay black on white black on trump violence is common the media schools and gov will have you believe it is the opposite,offensive,normal
through out the ghetto was there nary a word except brothers in green who through the streets could be heard demanding where my five dollah,offensive,normal
read multifandom as muslim maybe i should go sleep,offensive,normal
swedish prime minister stefan löven condemns minor attack by muslims against the synagogue in gothenburg he wants more money for holocaust propaganda and harsh punishment for antisemitism swedes have been murdered and raped for years without him saying a word a shekel for a good goy,offensive,normal
should martin shkreli get raped in prison,hate,normal
<number> pakis have been found dead in bradford it not terrorism related but thought to be due to a bunk bed collapsing police are blaming al ikea,offensive,normal
objectively east asians are an upgrade intelligence and the mixes are frequently stunning look at kristin kreuk dutch chinese and hybrid vigor is a thing,offensive,normal
<user> <user> ok how about we give mestizos no welfare in exchange for free land like white immigrants then huh,offensive,normal
